id,created,user_id,screen_name,gotv,text
1059762583568293888,11/6/2018 11:01,1356368317,Nate_McMurray,1,IT'S HERE. IT'S FINALLY HERE. Happy Election Day! Polls across #NY27 are officially OPEN.  WE’RE GONNA FLY NOW but ONLY if you and EVERYONE YOU KNOW get to the polls so #NateWillWin. Find your polling place here &gt;&gt; https://t.co/rrN9nQaGtv https://t.co/Qc96PTmOls
1052716314098393088,10/18/2018 0:21,381577682,TomCarperforDE,0,LCVAF endorsed @TomCarperforDE kicks off tonight’s #DEdebate by highlighting Justice Kavanaugh’s deplorable environmental record and the importance of having a judiciary that will protect our planet and communities. #DESen
1059629266147495936,11/6/2018 2:11,64248024,DennyHeck,1,"The Tampa Bay Times endorsed @KristenforFL, @Shapiro4FL16 and current Congressman @CharlieCrist! It’s time to turn FL from #RedtoBlue #Midterms2018 https://t.co/TlOJ0DEUrd"
1059494710836772864,11/5/2018 17:16,1029769492379910144,VoteJessee,1,Friends -- Is anyone near Baton Rouge available to volunteer tomorrow at the @LaDemos office? They need volunteers to help run the voter protection hotline for #ElectionDay Free food and drinks! Hours are flexible.
1055472735860613120,10/25/2018 14:54,304139821,Susan_Hutch,1,"The opioids crisis is very real here in Seattle and all across America, and brings with it a myriad of related issues. As your Senator, I will confront the opioids crisis, mental health care, &amp; homelessness. Return your ballot by Nov 6 and VOTE #Susan4Senate! #waelex #WAsen https://t.co/gQVvdRb952"
1048648134367367170,10/6/2018 18:56,908458972570583046,bobforgovernor,0,Grabbed some Chili in Windsor at the Chili Challenge! We need to take back the House in November! https://t.co/tO2gIKVryt
1046126462796009472,9/29/2018 19:55,14425872,janasanchez,0,Opinion | Fury Is a Political Weapon. And Women Need to Wield It. - The New York Times https://t.co/O6WHgQ1GeM
1054901866952196096,10/24/2018 1:06,21059255,tedlieu,0,An American hero. https://t.co/0mmnIO6kWQ
1047862833797640193,10/4/2018 14:55,829061809135030272,DelgadoforNY19,0,"If I am elected, residents can count on me to: - Hold regular, public town halls - Post all of my public events - Create issue-specific advisory boards - Reject corporate PAC money"
1054487784206069760,10/22/2018 21:40,38978018,Pearce4NM,1,"There are exactly 15 days until November 6, and I’m counting on you to make sure everyone makes their voice heard in the election for Governor of New Mexico. Let’s make this happen! #nmpol https://t.co/1WdOZFDvOs https://t.co/bZwgzKJHk1"
1056995157210525708,10/29/2018 19:44,254082173,RepJoeWilson,0,"As a Member of Congress and father of a cancer survivor, I am also proud to support measures like H.R. 6114- the Metastatic #BreastCancer Access to Care Act."
1055121137645092865,10/24/2018 15:37,2951574214,RepGarretGraves,0,Getting these ideas across the goal line is a big deal for Louisiana – it means less bureaucracy and more turning dirt in our state’s fight to make our communities more resilient against flooding and hurricanes and to restore our coastal ecosystem. #WRDA https://t.co/Uc3SYlEEqL
1040759792766136320,9/15/2018 0:30,4749863113,RosenforNevada,1,"Our office is PACKED with Nevadans ready to elect @RosenforNevada to the senate! Are you ready for a senator who will stand up for Nevada? Are you #DonewithDean? Get involved NOW! What will you do: knock doors, phonebank, or register voters? Fight back at: https://t.co/ybGFflppsZ https://t.co/6VprYKvDb1"
1049994899133816832,10/10/2018 12:07,353890966,timburchett,0,Thank you for the help. I am working hard as well. https://t.co/m8WYtx1YiQ
1047525035852947456,10/3/2018 16:33,85726335,Tim_Walz,1,Looking forward to getting out the vote in Minneapolis and all across the state with @IlhanMN! #OneMinnesota https://t.co/AVRp28DpmD
1046902587478433793,10/1/2018 23:20,105924808,LadySunshineNM,0,"New Mexican’s can read “pre-filed” legislation because of former Rep.Janice Arnold-Jones, candidate for Congress NM CD1.  NM Legislative Structure &amp; Process Study Task Force https://t.co/OQRySNCU48  #abq #abq_news #KOAT #kob4 #krqe #NewMexico #nmpol https://t.co/mWQYXvoS9o"
1056366689783369728,10/28/2018 2:06,849277824217362432,DiehlForSenate,0,"“As a state lawmaker, Geoff Diehl understands he needs to work for his constituents, not a career in national politics,” said Bob Correia (D-Fall River). “Geoff knows our city. He knows our community, and he will make an excellent U.S. Senator.” https://t.co/i1lXfDccr4 #mapoli https://t.co/uEQqHysbNv"
1054807632865882113,10/23/2018 18:51,961312723035394048,marygayscanlon,0,"WIN is endorsing @marygayscanlon, @mad4pa, @HoulahanForPa, and @wildforcongress from PA in 2018. Check out our full list of endorsements here: https://t.co/sUuZOax70F #PAVotesBlue #TeamWild"
1048241437375168512,10/5/2018 16:00,14904437,johnculberson,1,"I've worked to champion the issues that protect our seniors, like working to lower RX drug costs. This week, a new AARP poll shows I’m leading my opponent by a double digit margin! Thank you for the tremendous support - let's keep this momentum going all the way to Election Day. https://t.co/Sx6TR06Cf1"
1056328458714791936,10/27/2018 23:35,14573926,MikeLevinCA,1,"In #CA49, @MikeLevinCA is an environmental attorney running against a Trump-endorsed candidate in a district that went to a Republican last time by just over 1,600 votes. I’m here with @WestsideDemHQ and a room full of supporters to help close that gap. Let’s go! #BlueWaveCA https://t.co/OhaXNcY9KR"
1060031197584203777,11/7/2018 4:48,1730030220,DarrenSoto,0,Congrats to @DarrenSoto on your reelection! Two more years of standing up for our public lands and oceans!! #MonumentsForAll #ElectionDay
1043136091384111104,9/21/2018 13:53,37481291,BarbaraComstock,0,@BarbaraComstock has paved the way for female employees in the federal government and has consistently protected women from sexual harassment in the workplace. She’s a true role model for women and a champion of the #MeToo movement. #VA10Debate
1057407992050708480,10/30/2018 23:04,1861019372,braun4indiana,0,"""I'm Mike Braun - lifelong Hoosier, job creator, and political outsider."" #INSen #IBackBraun https://t.co/uRqwoeWO0Z"
1046478622347984897,9/30/2018 19:15,431105217,JoshGottheimer,0,"""I support Josh because he listens!"" - Carolyn Cerbone, Belvidere in Warren County #NJ5 https://t.co/0BROyd4fXQ"
1047879042748370945,10/4/2018 16:00,1268220421,BlumforCongress,0,"It is an honor to receive the support of the @iowacorngrowers &amp; the many farmers in #IA01 for my re-election. I have consistently supported policies to benefit IA farmers, including a comprehensive 2018 farm bill, year-round E15 sales, &amp; better trade policies to open markets. https://t.co/in4g0XeGh1"
1044727428659249152,9/25/2018 23:16,63150856,VoteMarsha,0,.@VoteMarsha fought the income tax in Tennessee and fought along Donald Trump to pass tax cuts for all Americans. She will be a Senator taxpayers can trust. https://t.co/XniSjCno1E
1054169877022416897,10/22/2018 0:37,487297085,RonDeSantisFL,0,"I will keep Florida safe by supporting ICE, banning sanctuary cities, and implementing E-Verify. @AndrewGillum wants to abolish ICE, supports sanctuary cities and open borders. Florida deserves a Governor who will prioritize the safety of our state, not jeopardize it."
1054117641659523072,10/21/2018 21:10,246478393,StevenHorsford,0,"""Horsford is the best man to represent the district’s residents."" - @LasVegasSun thank you for the endorsement. #NV04 #Nevada  https://t.co/aNNViWB3Td https://t.co/zlauLYt50r"
1049049225168867330,10/7/2018 21:30,16473577,jontester,0,Serving our state isn’t about party politics -- it’s about working with anyone to defend Montana. That’s why a large coalition of Republicans are standing with Jon. https://t.co/dKuzLKUyK3 #mtpol #mtsen #RepublicansforTester https://t.co/7X1rbSy91G
1048560410499198978,10/6/2018 13:07,13218102,JohnCornyn,0,Testimony: Action on fentanyl: Learning from the rest of the US-China economic relationship https://t.co/rFQAUZnNgu
1057366026923331584,10/30/2018 20:18,41363507,DeanHeller,1,More media bias playing into the Democrats' political circus. Imagine what they'll do if they win the Senate Majority...   Fight back at the polls. Vote.   https://t.co/6emJ1pfMsT
1042908201698643973,9/20/2018 22:47,2212905492,JenniferWexton,0,"Tomorrow morning, I'll be participating in the first debate of the #VA10 general election! We're starting at 8am and you can catch the livestream here.  My team will also be live-tweeting the entire debate right here from my account. Be sure to tune in! #DebateWithWexton https://t.co/WFzrfyLSJQ"
1050749978140925952,10/12/2018 14:08,814103950404239360,RepBrianMast,0,"...Together, we will keep the fight going for a cleaner and healthier future on the Treasure Coast!"
1052554234569392129,10/17/2018 13:37,63150856,VoteMarsha,1,Are you ready to send @VoteMarsha to the US Senate? Join me today and vote early for Marsha Blackburn for the U.S. Senate. https://t.co/3Uwzrs6SD6 https://t.co/KnGVGOHCsN
1051289602718388224,10/14/2018 1:52,384649049,JoeKaufmanUSA,0,"With owner Linda Billisi, at the famous Mimi's Ravioli Italian mart. https://t.co/65ZZy666aD"
1058557158684536832,11/3/2018 3:11,17524863,Kanew,1,All those polls.... Who’s going to win... How can you possibly predict in a year with record voter turnout of unlikely voters?  Don’t worry about the pundits *think*  Go vote for the politicians who will stand up for all Americans @PhilBredesen  @KarlFDean @Kanew‼️  #BlueGov https://t.co/6rElVrXVWP
1059812533119389696,11/6/2018 14:19,280121510,LarryHogan,0,.@LarryHogan is a great governor who has done moved Maryland in a positive direction. The state is in better shape than it was four years ago thanks to his reasonable and effective policies. I hope he is reelected!
1049714515238154242,10/9/2018 17:33,815952318487298048,DrNealDunnFL2,0,"⚠️ If you're told to evacuate for Hurricane #Michael, leave NOW. ⚠️  Today is the last day to travel before storm conditions start. Storm surge is deadly, take it seriously.  Follow @FLSERT &amp; visit https://t.co/Chwi6Bp6Rd. https://t.co/NszTNJdMuy"
1042283432187842560,9/19/2018 5:25,3124524385,SteveSisolak,0,"So sad to hear news of Loretta Harper’s passing. She was a long-time activist in Nevada — but more importantly, she was a wonderful soul that brightened every room and believed in the good of humanity. The Silver State will miss her dearly, but we know she is in a better place."
1059648758835752961,11/6/2018 3:28,1257667158,chiproytx,0,"Reprising perhaps the greatest tweet of all time, just because it’s awesome.  #America https://t.co/osqUP2YYkc"
1051906703090954241,10/15/2018 18:44,23022687,tedcruz,0,Do you know where you're watching Tuesday's #TXSenateDebate?   Find a #CruzCrew Debate Watch Party near you --&gt; https://t.co/o0cOehOLJ4 #TXSen #KeepTexasRed
1051967056403419141,10/15/2018 22:44,357606935,elizabethforma,0,"And @realDonaldTrump loves playing the strong, decisive leader – but look at the chaos on his own staff, the way hi… https://t.co/QCerhsFeyU"
1048726315942260736,10/7/2018 0:06,1356368317,Nate_McMurray,0,They fear us. Even my buddies. https://t.co/Ky9q8E7Toz
1056306241146826752,10/27/2018 22:06,1376252790,MattForMontana,0,#MTGOPVictoryTour #MAGA #mtsen #mtpol https://t.co/20WxSIGzfT
1057417943414390785,10/30/2018 23:44,918579911333466113,toftforcongress,0,The room is starting to fill up for my debate with @RepRonKind https://t.co/X0nIlilm38
1055968148237795328,10/26/2018 23:43,816819836105949184,Tony4WI,0,"For eight years, @ScottWalker has played political games instead of investing in our infrastructure and we’ve paid the price.  That’s what happens when you have a governor who puts politics over people. #WIGovDebate https://t.co/hPbpKBhFYa"
1057800581748850690,11/1/2018 1:04,972601383076712448,JamesODonnellNY,0,"RETWEET IF YOU’RE NOT FOOLED! @RepSeanMaloney dismissed @realDonaldTrump supporters as “a**holes,” saying “I don’t give a “f**k” what they think” and muttering about attacking them “with a baseball bat.” Now he wants to work together @GOP @NewYorkGOP @NRCC https://t.co/BMllybs4Gj"
1058758910423646208,11/3/2018 16:32,14573926,MikeLevinCA,1,Can’t wait to canvass for @MikeLevinCA with @flipthe49th! Let’s do this thing! https://t.co/LlNcqxijY1
1047636620130836480,10/3/2018 23:56,816652616625168388,RepAndyBiggsAZ,0,I'm about to join @KennedyNation to talk about my letters to the House and Senate Ethics Committees to request investigations into the mishandling of Dr. Ford's sensitive correspondence. Hope you'll watch at the top of the hour on @FoxBusiness. #AZ05
1043326399568699392,9/22/2018 2:29,438665212,joshua_harder,0,Celebrating #MexicanIndependenceDay earlier this week at El Rematito! https://t.co/AKmEiQCk2v
1054011554876874758,10/21/2018 14:08,21572351,auctnr1,0,"About 2,000 migrants held a vote at the Mexico border and agreed to press on toward the U.S., saying, “Yes, we can!” https://t.co/uVqLTdVRZA"
1043277950978682880,9/21/2018 23:17,85396297,RepJoeCourtney,0,"Had a chance to visit the #NewLondon Fire Department this week and meet their new Fire Chief, Thomas Curcio. I wish Chief Curcio the best and thank him for choosing to serve in Eastern Connecticut https://t.co/WPrqEIC3S8"
1058493714312650752,11/2/2018 22:59,105924808,LadySunshineNM,1,A vote for Janice Arnold-Jones is a vote for common sense! #WomenLead #nm01 #NewMexico #ABQ https://t.co/OQRySNCU48 #ad #democratics #Republican #unm #lobos #abqmuseum #cabq  #abq_news #abqfire#abqpolice #abqbizfirst #kob4 #nwsalbuquerque #krqe #albuquerque #nmpol #takeaknee https://t.co/E0xI3V9a8a
1047273493329563648,10/2/2018 23:53,29201047,SenJeffMerkley,0,This is an astounding list of lies and deceptions. Brett Kavanaugh clearly does not have the character to serve on the Supreme Court.  https://t.co/32yVgSOz3d
1055520230926094336,10/25/2018 18:03,979104786413912066,flynndbroadyjr,0,We must determine specfically what is causing health care costs to rise so much faster than the cost of living and address that phenomenon. #FlynnBroadyForCongress #changethenarrative #BlueWave https://t.co/6rpCok20YH
1054969581352181760,10/24/2018 5:35,864839694827143168,SarahSmith2018,0,"Here is tonight's ""The Robust Opposition"" with the incredible @SarahSmith2018. Please watch, share, donate and volu… https://t.co/ff2Pc8yfTX"
1048301808496652289,10/5/2018 20:00,908458972570583046,bobforgovernor,1,"The Cook Political Report announced that Connecticut is the only toss up Governor’s seat left that Democrats currently hold. With your support, Bob will be our next Governor. Vote for Bob and let's cut taxes! https://t.co/dzrhrNHofW"
1043662804014780418,9/23/2018 0:46,1633853574,LeibforPA,0,What would your country do if terrorists who have sworn to murder your people were trying to infiltrate your border? I'm so proud that the United States is standing with #Israel &amp; against #Hamas History will remember those who stood with Israel &amp; who stood with Hamas 🇺🇸🇮🇱🇺🇸 https://t.co/nKem4W2pxb
1054427500703633408,10/22/2018 17:41,733160213189005312,DHughesCongress,0,"""It is my pleasure to endorse fellow Republican Dave Hughes in his bid to represent the citizens of Minnesota's 7th Congressional District.” - Paul Torkelson, representing District 16B https://t.co/XLSCH7P6Nj"
1059871752195588098,11/6/2018 18:14,47437206,BrianKempGA,0,Honored to have their strong support! #gapol https://t.co/9EDurOKlLU
1057583055580336130,10/31/2018 10:40,43638469,BenJealous,1,@BernieSanders out supporting @BenJealous and bringing some attention to the Maryland Governor's race. It will be a tight race! You should vote now! #mppdigital #Vote   https://t.co/DHXtF9BeAc
1050947120197500928,10/13/2018 3:11,1880885156,AlanLaPolice,0,"“As someone who’s ran for both parties and as an Independent, LaPolice hasn’t given up on his Republican ideals, but wants people to see it as example of what can be accomplished if you put aside partisanship, which is destroying the nation.”  #KS01 #ksleg https://t.co/AKPSPrHd8Z"
1049797549308215301,10/9/2018 23:03,867495243482058755,Axne4Congress,0,"When President Trump canceled funding for cost-sharing reductions (CSRs), increasing premiums by 20% and adding $200 billion to the deficit, where was @RepDavidYoung? #IA03"
1059478242065821696,11/5/2018 16:11,283170165,Vote4McKellar,1,Want to save your Healthcare Vote Democrat  Want to save Veteran’s healthcare vote Democrat   Want gun responsibility in America vote Democrat   Want affordable education votes Democrats   If you just love this great Nation Vote Democrat
1055966506297761793,10/26/2018 23:36,93965901,louforsenate,0,"If @Bob_Casey, Chuck Schumer, and Nancy Pelosi gain power, you can expect even more illegal immigrant caravans storming our border. #PASenDebate"
1052715897159340033,10/18/2018 0:20,479430035,LeonardLanceNJ7,0,@NJTVNews .@Malinowski is a “lifelong progressive Democrat” and on the fringe of the Democratic Party.
1052593929378500618,10/17/2018 16:15,892491627088011264,MaxRose4NY,0,"""I signed a letter, along with over 100 other house candidates, to make government reform our first priority in 2019. Because you know what, when Donald Trump was talking about draining the swamp, he was talking about @dandonovan_ny.""  #BlueWave2018 #Bluewave https://t.co/StOvJR6rRo"
1057376391367458816,10/30/2018 20:59,950952511556538368,sharicedavids,0,".@RepKevinYoder twice skips past John Holt's questions about birthright citizenship, and take no position. He switches to border control and @sharicedavids' comments about ICE. https://t.co/pBHq3e9aTZ"
1055805493963239424,10/26/2018 12:57,366078108,PaulDavisKS,0,"""Davis is a lifelong Kansan &amp; @KUnews alum w/ 12 years experience in #ksleg. He told @KansanNews that he prides himself on ability to work across the aisle with people who hold opposing viewpoints. That’s the attitude #KS02 needs in its representative."" https://t.co/QN8w1rl26s"
1050011833602519040,10/10/2018 13:15,1206227149,repmarkpocan,0,.@realDonaldTrump's visit to PA is reminder of the results of the #GOPagenda: —Health costs are rising —Prescription drug prices are soaring —Unmet Infrastructure needs  Democrats are fighting #ForThePeople to address the challenges facing the families @HouseGOP has left behind.
1050835619059036160,10/12/2018 19:48,31034167,Rick_Neal,0,"@TheAntiTrump7 @GOP I have also given up hope on @RepSteveStivers and Mike DeWine running something aside from attack ads. Their competitors, @Rick_Neal and Richard Cordray, have at least said what they will do for Ohioans..."
1056352231291842560,10/28/2018 1:09,28910709,WaltMaddox,0,"@WaltMaddox Mr. Maddox, I’ve been a fan ever since you spoke at my friend Officer Claude “Doug” Bates’ funeral in 2009. You definitely have my vote and good luck"
1054879023988387840,10/23/2018 23:35,979181303894507520,NaomiLevinNY,0,I am proud to be endorsed by @JewishVoice. https://t.co/I2BuEgRtBi
1045815671383355393,9/28/2018 23:21,105924808,LadySunshineNM,0,Janice Arnold-Jones 2018 candidate for NM CD1 advocated for fair ballot access on NM House Voters and Elections Committee. https://t.co/OQRySNCU48  #abq_news #abqjournal #KOAT #kob4 #krqe #NM #nmpol #nwsalbuquerque #Republican #RockofTalk #WomenRun2018 https://t.co/4HwyqTlWf7
1057780452931616769,10/31/2018 23:44,487297085,RonDeSantisFL,0,"Under President @realDonaldTrump we have seen HUGE growth in the economy. That’s what makes this election so crucial, we can't turn back the progress we have made. I’ll keep up the economic momentum in Florida!"
1059488761069887488,11/5/2018 16:52,460376288,HeidiHeitkamp,0,We work hard in ND — our workers deserve a secure retirement. But @kevincramer has pledged to put retirement programs on the chopping block — I’ll never allow that. Thanks to all who came to the Bismarck Labor Temple for our breakfast rally this morning. https://t.co/PQXvvTsi6O
1051285554032128000,10/14/2018 1:36,87510313,tammybaldwin,0,"The Affordable Care Act and its protections for pre-existing conditions were saved by one vote last year.  With @LeahVukmir in the Senate, that wouldn’t be the case. #wisen #wbadebate https://t.co/QCjSd8PvfF"
1055438605852835840,10/25/2018 12:39,176896430,TalleySergent,0,"Day 29. Morning Wake Up Call for @RepAlexMooney, who refuses to debate.  On Tuesday he stood up seniors at the Elk River Community Center. I’ll always show up and stand up for our seniors and their Medicare and Social Security.  https://t.co/Yk5867urn1"
1054482553552416769,10/22/2018 21:20,937020045963665409,SiegelForTexas,0,"Thankful for the endorsement of Clean Water Action, which is fighting to protect one of the most critical aspects of our national heritage: our water.  Here's to everyone fighting (and voting) for our future generations! #TX10 https://t.co/sCBw4JuYbu"
1058041468118548481,11/1/2018 17:01,1356368317,Nate_McMurray,0,SIERRA CLUB ENDORSEMENT VID  https://t.co/kFEo9bFFin
1057461687085907973,10/31/2018 2:38,220367244,ReneeHoagenson,0,We have a responsibility to protect the planet for future generations. I'm happy to accept the endorsement of the Sierra Club and look forward to promoting responsible solutions that will work toward reducing the effects of climate change. #ClimateChangeIsReal #MO04 https://t.co/RP4Xd3OHSm
1049343666546851840,10/8/2018 17:00,827279765287559171,RepMikeJohnson,0,NAFTA was more than two decades old and failed to meet the needs of our country. President Trump is the first president to follow through on his promise to renegotiate this trade deal for an agreement that better benefits the American people. #USMCA  https://t.co/Z4FW1MxPW3
1054564028054261760,10/23/2018 2:43,939210399060148229,SwisherforIdaho,0,Big mistake!  Backing out of the #INF treaty does not bode well for the safety of American families and the future of our country. https://t.co/fuBOGoKwfd
1047591640867659776,10/3/2018 20:58,848591867092410368,joangreeneaz,0,"Mueller, Rosenstein, Waters, Feinstein anyone I miss? @RepAndyBiggsAZ you are a joke(er) Come debate me tomorrow night and let's talk about how you like men who prey on our vulnerable.  https://t.co/CeJtAxYgvQ"
1054511228389707777,10/22/2018 23:14,84426342,lisa4congress,0,.@cathymcmorris has voted dozens of times to repeal the Affordable Care Act over the last 8 years. But now she won't say if she'd still like to repeal the law. I asked her three times. She wouldn't answer. https://t.co/OBAJ5HQXcA
1057368012045529088,10/30/2018 20:25,557046603,Johnny_Congress,0,"Two very important #men in #California! @RealOmarNavarro (R) is running against 👹Maxine Waters. CA-D43. @Johnny_Congress (R) is running against looney 🤡AdamSchiff, CA-D28. Vote the crazy 🤪Democrat leaders out and replace them with these #Republican men!  #MAGA #VoteRed https://t.co/f6ILWeKQOR"
1056352266687520768,10/28/2018 1:09,28910709,WaltMaddox,1,"@WaltMaddox That’s right! We’re ready to vote for Walt Maddox so he will be our next governor and he will bring the Alabama Education Lottery to support the schools, education and our children and the Medicaid for the hospitals. Vote for him on the Novemb"
1045784893710626816,9/28/2018 21:18,312134473,RepLindaSanchez,0,".@HouseDemocrats have a robust legislative plan #ForThePeople that invests in our infrastructure, shores up our health care, expands and protects #SocialSecurity and #Medicare, and helps working families get ahead. #ABetterDeal https://t.co/sd9zf8PTE0"
1049678383431475201,10/9/2018 15:10,193160214,KrisKobach1787,0,There was such a tremendous energy and excitement in Topeka on Saturday during our rally with President Trump. It showed that Kansas is Trump country and there is such support for our vision for the future of Kansas. Thank you to everyone who attended. #ksleg #ksgov https://t.co/zVpq2GiYlj
1047206350772559872,10/2/2018 19:27,438665212,joshua_harder,1,"With almost one month to go before the election, now is the time I need your help the most to fight against the corporate PACs and Special Interests funding my opponent. Can you knock on doors or talk to voters on the phone this week?  https://t.co/wUP29kxwn4 https://t.co/xMWI42xzoC"
1047899374020378625,10/4/2018 17:20,63150856,VoteMarsha,0,"I supported Phil Bredesen as Governor in his last race.  However, he will caucus with the likes of Chuck Schumer and Dianne Feinstein.  Even though I supported him as Governor, I cannot in good conscience vote for him in the #TNSen race.  As such, I will vote for @VoteMarsha https://t.co/xoBmutOnHD"
1050387864834502656,10/11/2018 14:09,76038071,joshuamahony,0,I was proud to correct a statement made by my opponent equating undocumented immigrants with hardened criminals. @opportunity1st https://t.co/N26Z4rigGh
1058367343552815104,11/2/2018 14:36,948970866334773248,drjimmaxwell,0,"In October, the economy added 250,000 jobs, and a record 156,562,000 American workers are employed. Joe Morelle has repeatedly joined Nancy Pelosi's call to repeal the tax law that has put an extra $1,000 into pockets of taxpayers in NY-25."
1059513141137211392,11/5/2018 18:29,17581393,marcmolinaro,0,@mtbackpackrk @AmericanAsPie @lilbulli1031 @KarrieFleetwood @mandymendez90 @Airbornex82nd @Truthseeker126 @Trump454545 @POTUS Don’t you worry about me being tough enough - he was angry &amp; I was cool.
1041476584123891713,9/16/2018 23:59,768490076913274880,JefferyADoveJr,0,The choice could not be more clear for #VA11. The status quo is having someone who has been in office for years and ignored problem after problem until it was politically advantageous. I will represent the people of #VA11 well regardless of ideology.
1043170966451507200,9/21/2018 16:11,821665941721382913,LizForIndiana,0,The MLA passed with broad bipartisan support. It limits the interest rates that lenders can charge. Yet @RepTrey and this administration are actively seeking to undermine it. That is wrong! https://t.co/3rIIFNhzG4
1046946633265635329,10/2/2018 2:15,935580000312426497,ElizabethHeng,0,"You know Costa's plan, or lack thereof, already. Now, check out what I plan to do for schools and educational programs in the district — students deserve better! https://t.co/7jqTeaT6lH"
1041764298169696257,9/17/2018 19:02,220367244,ReneeHoagenson,0,"Since @RepHartzler refuses to debate &amp; called me a bully for even challenging her, I'll have town hall meetings on… https://t.co/S4uKKb9zQP"
1056891811816529920,10/29/2018 12:53,278094476,BenCardinforMD,1,Fixing the damage @realDonaldTrump and his enablers have done to this country begins and ends in the voting booth. https://t.co/S6Xd1yFUYZ
1050054774245056512,10/10/2018 16:05,334894942,JaredHuffman,1,"Strongest wakeup call yet from scientists on looming, accelerating, existential threat of climate change.  Need urgent leadership/action at all levels, and a country/world that works together as a team -- not the fractured chaos Trump is wreaking.  VOTE! https://t.co/ZMXvdpPFTT"
1047053505440174082,10/2/2018 9:19,14425872,janasanchez,0,@TexasTribune @washingtonpost I love his integrity for a full an unequivocal apology for a statement. How desperate is Ted Cruz?
1046850177968087040,10/1/2018 19:51,240393970,RepJeffDuncan,0,#AmericaFirst https://t.co/JeCrgaF5FX
1052772800866398208,10/18/2018 4:06,47747074,brianschatz,0,"“No Title of Nobility shall be granted by the U.S. And no Person holding any Office of Profit or Trust under them, shall, without the Consent of the Congress, accept of any present, Emolument, Office, or Title, of any kind whatever, from any King, Prince, or foreign State.”"
1057630135254433793,10/31/2018 13:47,978464813784461312,JoeSchneiderMA,0,Why is @SethMoulton hiding from MA voters? Maybe because he is bought out by dark money. @tuckercarlson @seanhannity @secupp @NeilWMcCabe @bucksexton https://t.co/ttQwYZvfEr #ma06 #mapoli
1059873371595386881,11/6/2018 18:21,33750798,ScottWalker,0,Nice to visit folks in Green Bay for lunch. Our plan will move #WIForward with more jobs and higher wages -- not more spending and higher taxes with Tony Evers. Please vote for Team Walker today! https://t.co/eEOFaAjLUk https://t.co/CUsMqNqjai
1059848423518560256,11/6/2018 16:42,130798456,PatriotNotPol,0,Thanks Ann for shedding the light on Tim Donnelly! https://t.co/mQMoqdFAEQ
